celeb_id,celeb_name,profession,famous_for,img_link,profile_link
nm0005517,Gabrielle Union,Actress,Bring It On,"https://m.media-amazon.com/images/M/MV5BMTkwNjUzMDM2Nl5BMl5BanBnXkFtZTcwNDgyMDY4Mg@@._V1_UY209_CR18,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0005517
nm0005045,Joshua Jackson,Actor,The Affair,"https://m.media-amazon.com/images/M/MV5BMTkyMTkxMzAyNF5BMl5BanBnXkFyZXN1bWU@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0005045
nm0001085,Kieran Culkin,Actor,Succession,"https://m.media-amazon.com/images/M/MV5BYzZkNzYyNTYtMDY2ZS00YmI4LWI5YzctZjBiN2FkY2NkNWMyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001085
nm0000189,Jenny McCarthy-Wahlberg,Actress,Dirty Love,"https://m.media-amazon.com/images/M/MV5BMTg5NDcyMTE0OV5BMl5BanBnXkFtZTcwNTQ3Nzc5MQ@@._V1_UY209_CR3,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000189
nm0000227,Mira Sorvino,Actress,Mighty Aphrodite,"https://m.media-amazon.com/images/M/MV5BMzhmZjVjYTMtODRkYS00MTFjLWE0NDAtMDk5Mzk2M2JhNDliXkEyXkFqcGdeQXVyOTkxMDEwMDE@._V1_UY209_CR34,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000227
nm0000858,John Barrymore,Actor,Twentieth Century,"https://m.media-amazon.com/images/M/MV5BMTQxMTc5NzMwNV5BMl5BanBnXkFtZTYwNzAwNTQ2._V1_UY209_CR12,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000858
nm1670601,Tom Pelphrey,Actor,Mank,"https://m.media-amazon.com/images/M/MV5BYmNmMjkyYzgtNGI2Ny00YTZlLWFkNjQtYmM5ZjUzYzFhZmFlXkEyXkFqcGdeQXVyNzU1OTM4ODE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1670601
nm0005438,Jeremy Sisto,Actor,Wrong Turn,"https://m.media-amazon.com/images/M/MV5BMjEzNTg5MzUwOV5BMl5BanBnXkFtZTcwMjkyODA4MQ@@._V1_UY209_CR73,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0005438
nm0561374,Gary Mavers,Actor,Body & Soul,"https://m.media-amazon.com/images/M/MV5BNzY1OTI2ZGUtYzBmNy00Y2E1LTllYjUtYjYzNGQ2YzM5Nzc3XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0561374
nm2464261,Necar Zadegan,Actress,24,"https://m.media-amazon.com/images/M/MV5BMjA1OTI4NzM2MF5BMl5BanBnXkFtZTcwNTUyNzI2Mw@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2464261
nm0000638,William Shatner,Actor,Star Trek V: The Final Frontier,"https://m.media-amazon.com/images/M/MV5BMTkxMjI4ODUxNl5BMl5BanBnXkFtZTgwNjA5NTY2NTM@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000638
nm2078666,Kate Mulvany,Actress,Hunters,"https://m.media-amazon.com/images/M/MV5BYTNhZmEwOTktN2JmYi00MjdiLWFiZmItNmVhM2I3N2VhZDM1XkEyXkFqcGdeQXVyMjUwMTE2MzM@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2078666
nm0868659,Gina Torres,Actress,Serenity,"https://m.media-amazon.com/images/M/MV5BMGEzNzg0YmUtNDEwZi00NGRkLWE2MGMtYWU0ZTY5YWNhNGNjXkEyXkFqcGdeQXVyNjU0ODA3OTg@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0868659
nm0004821,Michael Chiklis,Actor,The Shield,"https://m.media-amazon.com/images/M/MV5BNjYzNGU2NGMtYjMzYS00YjQ4LThiODQtZjliZjhiMGVmN2IyXkEyXkFqcGdeQXVyOTYxOTcxOQ@@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0004821
nm1454378,Molly Ephraim,Actress,The Front Runner,"https://m.media-amazon.com/images/M/MV5BYzlhNWFlM2YtYmUzZS00MDk2LWEzZjQtN2I0YTNmNThiMmI3XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1454378
nm0000460,Jeremy Irons,Actor,Dead Ringers,"https://m.media-amazon.com/images/M/MV5BMTY5Mzg2NDY5OV5BMl5BanBnXkFtZTcwMDQwNzA0Mg@@._V1_UY209_CR9,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000460
nm1835900,Courtney Ford,Actress,Legends of Tomorrow,"https://m.media-amazon.com/images/M/MV5BMTMyMDkzNjY2Nl5BMl5BanBnXkFtZTcwNTE3MDUwMw@@._V1_UY209_CR12,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1835900
nm2257207,Daniel Kaluuya,Actor,Get Out,"https://m.media-amazon.com/images/M/MV5BOTk1MzgzOTg5OV5BMl5BanBnXkFtZTcwNDQ4NjMxOA@@._V1_UY209_CR1,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2257207
nm1140666,Patrick J. Adams,Actor,Suits,"https://m.media-amazon.com/images/M/MV5BMjEwNDUyNjM5NF5BMl5BanBnXkFtZTgwMzA3NjY0MjE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1140666
nm0000072,Elizabeth Taylor,Actress,Who's Afraid of Virginia Woolf?,"https://m.media-amazon.com/images/M/MV5BMTQzMTc5MDg0OF5BMl5BanBnXkFtZTgwODE4NjMzNDE@._V1_UY209_CR14,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000072
nm7210986,Erin Kellyman,Actress,The Green Knight,"https://m.media-amazon.com/images/M/MV5BMTcwMzAxMTgwOF5BMl5BanBnXkFtZTgwMzEyOTA2NTM@._V1_UY209_CR20,0,140,209_AL_.jpg",https://www.imdb.com/name/nm7210986
nm0233145,Alison Doody,Actress,Indiana Jones and the Last Crusade,"https://m.media-amazon.com/images/M/MV5BMTc5NjI5MTExM15BMl5BanBnXkFtZTcwMjUxNDczMw@@._V1_UY209_CR7,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0233145
nm0001424,Udo Kier,Actor,Hunters,"https://m.media-amazon.com/images/M/MV5BOGJiOTRiYzYtMTI4Yi00OTYwLWJiYzYtNjExYzk5ZGIzOTZlXkEyXkFqcGdeQXVyNzUyODg3NTg@._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001424
nm0484541,Amy Landecker,Actress,Dan in Real Life,"https://m.media-amazon.com/images/M/MV5BMTg1NzQ4NDU4MF5BMl5BanBnXkFtZTcwMDkyMTU1Mw@@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0484541
nm0681943,Christina Pickles,Actress,Masters of the Universe,"https://m.media-amazon.com/images/M/MV5BN2VmMDI5Y2YtZTZmNy00NDJiLTgyYTItOWZiMjdiYjk2MDE5XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0681943
nm0000793,Alexis Arquette,Actress,Pulp Fiction,"https://m.media-amazon.com/images/M/MV5BMTIwNDQ4NDgxNF5BMl5BanBnXkFtZTcwMzQ3MDA2MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000793
nm1270009,Genesis Rodriguez,Actress,The Umbrella Academy,"https://m.media-amazon.com/images/M/MV5BOGU2NmFkMjItNzBiOC00ODY2LWI0NTYtNzhhZWQ0NWYyZDFjXkEyXkFqcGdeQXVyMTAzNzIxNjUw._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1270009
nm0000342,James Cromwell,Actor,L.A. Confidential,"https://m.media-amazon.com/images/M/MV5BNzU1NTEzMzMxM15BMl5BanBnXkFtZTgwMzY0MjAzMTE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000342
nm0063914,Matthew Beard,Actor,The Imitation Game,"https://m.media-amazon.com/images/M/MV5BMTg4MjI1MTU1MF5BMl5BanBnXkFtZTcwOTg2ODAzOQ@@._V1_UY209_CR7,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0063914
nm0004971,Mark-Paul Gosselaar,Actor,Franklin & Bash,"https://m.media-amazon.com/images/M/MV5BMjE4NjMyOTIyM15BMl5BanBnXkFtZTgwODgzMTI1MDI@._V1_UY209_CR28,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0004971
nm0446622,Colson Baker,Actor,The Dirt,"https://m.media-amazon.com/images/M/MV5BYWYyYTc3NDMtZmQ1Zi00NDQwLTkzNWMtYmY1ZWUxMGRhMmQ5XkEyXkFqcGdeQXVyMTI2Nzk3NzI4._V1_UY209_CR98,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0446622
nm0232998,Jeffrey Donovan,Actor,Burn Notice,"https://m.media-amazon.com/images/M/MV5BMjA5MzE0NjUzM15BMl5BanBnXkFtZTgwMTYwODQwMDI@._V1_UY209_CR81,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0232998
nm0001802,Nancy Travis,Actress,So I Married an Axe Murderer,"https://m.media-amazon.com/images/M/MV5BMWUwOGQ3ZjgtZTk2MC00YzEyLThjZTctMDc2YmE4MGZlMjYwXkEyXkFqcGdeQXVyODE5NDg0NTU@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001802
nm0170186,Enrico Colantoni,Actor,Veronica Mars,"https://m.media-amazon.com/images/M/MV5BZmVmMWE1MDAtZDA5Ni00MTQxLWIwZTItMTY5Y2EzN2ZlNWNjXkEyXkFqcGdeQXVyMTEyMDU4NDk@._V1_UY209_CR17,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0170186
nm0000729,Casey Affleck,Actor,Gone Baby Gone,"https://m.media-amazon.com/images/M/MV5BMTY3Nzc0MDg1OF5BMl5BanBnXkFtZTgwMzk5OTk2OTE@._V1_UY209_CR85,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000729
nm0000172,Harvey Keitel,Actor,Reservoir Dogs,"https://m.media-amazon.com/images/M/MV5BMTcxMDcxMjgxOV5BMl5BanBnXkFtZTcwODc2NTk2MQ@@._V1_UY209_CR3,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000172
nm4682545,Aubrey Anderson-Emmons,Actress,Modern Family,"https://m.media-amazon.com/images/M/MV5BY2UxYjg1N2UtOGI0MS00OGJkLWJmYzEtOWMxNDU4ZWRlNmQyXkEyXkFqcGdeQXVyMjgzNTMwMjI@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm4682545
nm0000868,Justine Bateman,Producer,Violet,"https://m.media-amazon.com/images/M/MV5BMjg4NDVmMzUtOWU4OC00ZDNmLWFjMWYtYmMwYjI0NzZjNGE2XkEyXkFqcGdeQXVyMzMwMDIwMA@@._V1_UY209_CR22,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000868
nm0933988,Rainn Wilson,Actor,The Office,"https://m.media-amazon.com/images/M/MV5BMTQwNDM1MjQ0M15BMl5BanBnXkFtZTcwNTkzNDczMg@@._V1_UY209_CR9,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0933988
nm0532235,Seth MacFarlane,Writer,Family Guy,"https://m.media-amazon.com/images/M/MV5BMTgyNDk3OTI2NF5BMl5BanBnXkFtZTcwMDA4NjU5OA@@._V1_UY209_CR1,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0532235
nm0992184,Travis Willingham,Actor,The Legend of Vox Machina,"https://m.media-amazon.com/images/M/MV5BOTRhZTA0N2EtMDMyNy00MmU1LThhOGQtMTc1NDJlYTViNDI5XkEyXkFqcGdeQXVyMTE4MjczMjA@._V1_UY209_CR34,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0992184
nm0257969,Mireille Enos,Actress,World War Z,"https://m.media-amazon.com/images/M/MV5BMTY5MTYyODMyOV5BMl5BanBnXkFtZTgwMzAyMDQ5MTE@._V1_UY209_CR12,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0257969
nm0001450,Angela Lansbury,Actress,The Manchurian Candidate,"https://m.media-amazon.com/images/M/MV5BMzEzOTk0OTYyOV5BMl5BanBnXkFtZTYwNzU1MTkz._V1_UY209_CR16,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001450
nm1986622,DeWanda Wise,Actress,Jurassic World: Dominion,"https://m.media-amazon.com/images/M/MV5BYjg0MzgwMTAtZWEyOC00NmYyLWIxMjAtZmNhY2Q4OWZmYTAwXkEyXkFqcGdeQXVyNzI1NjgzNw@@._V1_UY209_CR63,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1986622
nm7393303,Sophie Thatcher,Actress,Prospect,"https://m.media-amazon.com/images/M/MV5BOTk5YTk5NGUtMzhkNC00NTk5LTliN2EtOWNhMzc3N2U5NWI3XkEyXkFqcGdeQXVyMTExNzQzMDE0._V1_UY209_CR11,0,140,209_AL_.jpg",https://www.imdb.com/name/nm7393303
nm0001513,Tim Matheson,Actor,National Lampoon's Animal House,"https://m.media-amazon.com/images/M/MV5BYWIxODBlZjUtYTVhOS00MDU2LWJiMmMtODIzMjg4M2FkN2NmXkEyXkFqcGdeQXVyMTI5ODc4Nw@@._V1_UY209_CR25,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001513
nm0000513,William H. Macy,Actor,Fargo,"https://m.media-amazon.com/images/M/MV5BMjIzOTk5MTAzNV5BMl5BanBnXkFtZTcwNTk0MzMyNw@@._V1_UY209_CR5,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000513
nm2443797,Lior Raz,Actor,Fauda,"https://m.media-amazon.com/images/M/MV5BZDNiYjhkMWYtODBmNS00ZmQ5LTliNWUtYjgyYmE3M2NlMGM1XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR86,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2443797
nm0000656,Madeleine Stowe,Actress,Twelve Monkeys,"https://m.media-amazon.com/images/M/MV5BMTA3OTI0NzkzODVeQTJeQWpwZ15BbWU3MDEyMzYyOTY@._V1_UY209_CR2,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000656
nm0005489,Courtney Thorne-Smith,Actress,Ally McBeal,"https://m.media-amazon.com/images/M/MV5BMTI4NzE2NjAwOV5BMl5BanBnXkFtZTYwOTQzODMz._V1_UY209_CR1,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0005489
nm0000477,Mia Kirshner,Actress,The Black Dahlia,"https://m.media-amazon.com/images/M/MV5BYzVhOWNhOGUtYThhNy00MjFkLTg4OWItODg1NWIzNjM5MWI3XkEyXkFqcGdeQXVyNjY1Mzg1NjE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000477
nm0204583,Essie Davis,Actress,The Babadook,"https://m.media-amazon.com/images/M/MV5BNmYwNjE4MTgtOTJjYy00Zjc5LTg5N2UtYzFhNmIxMTQ0OTM1XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0204583
nm0957909,Ayelet Zurer,Actress,Man of Steel,"https://m.media-amazon.com/images/M/MV5BYzczMTgwMGEtZmI1NC00NmFiLWFjOGEtZjIyZWY1NjIyYTE5XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR34,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0957909
nm0002122,Harry Hamlin,Actor,Clash of the Titans,"https://m.media-amazon.com/images/M/MV5BMTQ0MjkwMzcxNF5BMl5BanBnXkFtZTcwMjg2MzQwMg@@._V1_UY209_CR11,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0002122
nm1347153,Tyler Perry,Writer,Diary of a Mad Black Woman,"https://m.media-amazon.com/images/M/MV5BMzYzNjk4MTU3NF5BMl5BanBnXkFtZTcwODMxMTEwNQ@@._V1_UY209_CR6,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1347153
nm0000415,Jami Gertz,Actress,Twister,"https://m.media-amazon.com/images/M/MV5BMTgzNDYzNDcwMV5BMl5BanBnXkFtZTcwMzIwOTg1MQ@@._V1_UY209_CR16,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000415
nm0001784,Gloria Stuart,Actress,Titanic,"https://m.media-amazon.com/images/M/MV5BMTc5MDc1NDEwNF5BMl5BanBnXkFtZTYwNDg4NTg1._V1_UY209_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001784
nm0295484,Anna Friel,Actress,Land of the Lost,"https://m.media-amazon.com/images/M/MV5BMTI1Mjk3NTcyNl5BMl5BanBnXkFtZTcwNDcxMjE2Mg@@._V1_UY209_CR6,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0295484
nm0302108,Zach Galifianakis,Actor,The Hangover,"https://m.media-amazon.com/images/M/MV5BMTQwNzI3NjIwMV5BMl5BanBnXkFtZTcwMzA1OTIwMw@@._V1_UY209_CR1,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0302108
nm0003506,James Mangold,Producer,Logan,"https://m.media-amazon.com/images/M/MV5BMTg5MjY0ODg1MF5BMl5BanBnXkFtZTYwMjUzMjc0._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0003506
nm0718957,Leah Remini,Actress,The King of Queens,"https://m.media-amazon.com/images/M/MV5BYjg4MTc2MjItZTIzYi00ZmZkLWFmNzUtZjY0NDkzNjJjZDQ0XkEyXkFqcGdeQXVyMTI5Mzc3MTE1._V1_UY209_CR20,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0718957
nm6051155,Leslie Grace,Actress,In the Heights,"https://m.media-amazon.com/images/M/MV5BYTM3OWZhNTUtMzFmYy00NWZmLWJiYTYtNDNlMjIxOTJjMDI3XkEyXkFqcGdeQXVyMTA2MDY0MTE2._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm6051155
nm0000690,Lesley Ann Warren,Actress,Victor/Victoria,"https://m.media-amazon.com/images/M/MV5BMTY2MTcyMzc4NF5BMl5BanBnXkFtZTcwOTcyNjY0MQ@@._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000690
nm11705174,Máiréad Tyers,Actor,Belfast,"https://m.media-amazon.com/images/M/MV5BMDVhMTQwMDYtZGEwZi00ZTJlLTk5NmUtOWFiYTQ2YzBkMGIyXkEyXkFqcGdeQXVyNTU4MTEyMzk@._V1_UY209_CR6,0,140,209_AL_.jpg",https://www.imdb.com/name/nm11705174
nm0005532,Kate Walsh,Actress,The Perks of Being a Wallflower,"https://m.media-amazon.com/images/M/MV5BMTk2NDEzNzg3MV5BMl5BanBnXkFtZTcwNjI1Mzg2Mw@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0005532
nm0004376,Franka Potente,Actress,Lola rennt,"https://m.media-amazon.com/images/M/MV5BNTY3ODYyNjU0NV5BMl5BanBnXkFtZTcwNDMxNDE3OA@@._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0004376
nm0000524,Mary Stuart Masterson,Actress,Benny & Joon,"https://m.media-amazon.com/images/M/MV5BMTU2MTAxODk3NF5BMl5BanBnXkFtZTgwNTM1OTQyMDI@._V1_UY209_CR10,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000524
nm4855517,Simu Liu,Actor,Shang-Chi and the Legend of the Ten Rings,"https://m.media-amazon.com/images/M/MV5BNzQ1OTM3YzEtNDA2NS00NjMwLTgwNDUtZDc2NmFlZjYwMDM1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm4855517
nm0366106,Margo Harshman,Actress,Fired Up!,"https://m.media-amazon.com/images/M/MV5BMjA0OTM2NDkyOF5BMl5BanBnXkFtZTYwMTkwOTYy._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0366106
nm0078925,Eve Best,Actress,The King's Speech,"https://m.media-amazon.com/images/M/MV5BMTM1OTY4OTU0Ml5BMl5BanBnXkFtZTYwMzI0MDQ0._V1_UY209_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0078925
nm0000523,Julianna Margulies,Actress,ER,"https://m.media-amazon.com/images/M/MV5BMTQ2MTgxOTgxMl5BMl5BanBnXkFtZTgwMzIxOTAwMDE@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000523
nm6366417,Jefferson White,Actor,Yellowstone,"https://m.media-amazon.com/images/M/MV5BOTc0NTc4Y2QtMDQwMy00ZWNmLTg1MjItNDM4NzJmMmQxY2RjXkEyXkFqcGdeQXVyNTM3Mzk3MzU@._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm6366417
nm4419771,Justine Lupe,Actress,Luckiest Girl Alive,"https://m.media-amazon.com/images/M/MV5BN2VkZWQ4MjEtNWFjYy00ZGUzLWI0NTYtZjVmNDI0NWRlM2FlXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm4419771
nm0000725,Joey Lauren Adams,Actress,Chasing Amy,"https://m.media-amazon.com/images/M/MV5BNGU2ZTk2OTctODVmNS00M2Q5LTkwOWQtYTVmNjE4NzM0YjU1XkEyXkFqcGdeQXVyNjEzNTc2NjE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000725
nm0684877,Billie Piper,Actress,Secret Diary of a Call Girl,"https://m.media-amazon.com/images/M/MV5BMTU2NjMyMTk1MF5BMl5BanBnXkFtZTgwMzU4MzQxNjM@._V1_UY209_CR69,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0684877
nm0654110,Clive Owen,Actor,Children of Men,"https://m.media-amazon.com/images/M/MV5BMjA4MzAyOTc5Ml5BMl5BanBnXkFtZTcwOTQ5NzEzMg@@._V1_UY209_CR9,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0654110
nm0001001,James Caan,Actor,The Godfather,"https://m.media-amazon.com/images/M/MV5BMTI5NjkyNDQ3NV5BMl5BanBnXkFtZTcwNjY5NTQ0Mw@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001001
nm1484270,Harry Shum Jr.,Actor,Crazy Rich Asians,"https://m.media-amazon.com/images/M/MV5BODlkZWJkZDAtOGI0NC00ODQ1LTg2OTAtOWFhNWUzYmQ3NDVlXkEyXkFqcGdeQXVyMTI0MTczNDk@._V1_UY209_CR20,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1484270
nm0000335,Glenn Close,Actress,Fatal Attraction,"https://m.media-amazon.com/images/M/MV5BMTEwNDk5MTU2NTNeQTJeQWpwZ15BbWU3MDczNjEzMTM@._V1_UY209_CR9,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000335
nm0908070,Nicola Walker,Actress,Spooks,"https://m.media-amazon.com/images/M/MV5BNzA5NjEzMTEzNF5BMl5BanBnXkFtZTgwNTE5MTEzNDM@._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0908070
nm0001341,Florence Henderson,Actress,The Brady Bunch,"https://m.media-amazon.com/images/M/MV5BMjIxNzAyMTIwN15BMl5BanBnXkFtZTcwNTA0ODUwNA@@._V1_UY209_CR12,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001341
nm0000869,Alan Bates,Actor,Gosford Park,"https://m.media-amazon.com/images/M/MV5BMjE3ODM4OTkwM15BMl5BanBnXkFtZTYwOTczMTI2._V1_UY209_CR12,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000869
nm4675650,Maddie Ziegler,Actress,Music,"https://m.media-amazon.com/images/M/MV5BNGZiOTk0ODItYmRiMS00Mzg5LWFmZjUtYWVmZmNiODE0ZDIzXkEyXkFqcGdeQXVyNjk1MjYyNTA@._V1_UY209_CR32,0,140,209_AL_.jpg",https://www.imdb.com/name/nm4675650
nm0629855,Julianne Nicholson,Actress,August: Osage County,"https://m.media-amazon.com/images/M/MV5BMjM1NDk3MTQ1N15BMl5BanBnXkFtZTgwMDMwODEyMDE@._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0629855
nm1670886,Travis Van Winkle,Actor,Friday the 13th,"https://m.media-amazon.com/images/M/MV5BNTgwNmFkYjAtMGY0Yi00ZDkwLTlkZGUtN2QzNWMxN2VjNDRiXkEyXkFqcGdeQXVyNDc4MjQwNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1670886
nm0000588,Martha Plimpton,Actress,The Goonies,"https://m.media-amazon.com/images/M/MV5BMjIyOTQxNDMyMl5BMl5BanBnXkFtZTcwMjU4NDE3Mw@@._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000588
nm0001367,C. Thomas Howell,Actor,The Outsiders,"https://m.media-amazon.com/images/M/MV5BMTI0OTY0NTkxNF5BMl5BanBnXkFtZTcwOTk1MjEzMQ@@._V1_UY209_CR5,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001367
nm0592135,Lin-Manuel Miranda,Soundtrack,Hamilton,"https://m.media-amazon.com/images/M/MV5BMTU0MDM2Mzg0OV5BMl5BanBnXkFtZTgwMjA1MDE2MDI@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0592135
nm1667364,Ashley Benson,Actress,Spring Breakers,"https://m.media-amazon.com/images/M/MV5BMTkzMDY1NDk5MV5BMl5BanBnXkFtZTgwNTMxNzIyOTE@._V1_UY209_CR34,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1667364
nm0386472,Emile Hirsch,Actor,Into the Wild,"https://m.media-amazon.com/images/M/MV5BZjM4OTg0NTMtN2NmNS00ZGVjLWFmNWEtZDZiY2Y1ZDFjYWYzXkEyXkFqcGdeQXVyNjk1MjYyNTA@._V1_UY209_CR11,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0386472
nm0000675,Jeanne Tripplehorn,Actress,Basic Instinct,"https://m.media-amazon.com/images/M/MV5BMTk3MTAxMjAyNF5BMl5BanBnXkFtZTcwNjIwNTIzNw@@._V1_UY209_CR7,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000675
nm0598166,Wendy Moniz,Actress,The Guardian,"https://m.media-amazon.com/images/M/MV5BMjI5NzM1NDYzOV5BMl5BanBnXkFtZTcwNzY2NDYyNw@@._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0598166
nm0000143,Erika Eleniak,Actress,Under Siege,"https://m.media-amazon.com/images/M/MV5BMjAyMTMxNzI5N15BMl5BanBnXkFtZTgwMjI0MDI1MDI@._V1_UY209_CR9,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000143
nm0492932,Matthew Lawrence,Actor,Mrs. Doubtfire,"https://m.media-amazon.com/images/M/MV5BMjE0YzMxZTItNTJjNy00ZWNhLWIyNzUtZTcyZTMxZWFlZWFmXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0492932
nm1506908,Talulah Riley,Actress,Westworld,"https://m.media-amazon.com/images/M/MV5BMjE0MzUwNTUxM15BMl5BanBnXkFtZTcwNzU1OTY5Ng@@._V1_UY209_CR7,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1506908
