celeb_id,celeb_name,profession,famous_for,img_link,profile_link
nm0001813,Dick Van Dyke,Actor,Mary Poppins,"https://m.media-amazon.com/images/M/MV5BMjMxODU1ODExNl5BMl5BanBnXkFtZTgwOTk2MDA4MDI@._V1_UY209_CR14,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001813
nm3510471,Sam Claflin,Actor,The Hunger Games: Catching Fire,"https://m.media-amazon.com/images/M/MV5BMjI3MDQxNDUwOF5BMl5BanBnXkFtZTgwNjY4NjI3NjE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3510471
nm1684869,Troy Baker,Actor,The Last of Us,"https://m.media-amazon.com/images/M/MV5BZWU4NzA1NGYtNjU0YS00MGYzLTg3M2UtOTE0ZjAyNDVjMjUzXkEyXkFqcGdeQXVyNDI5MDY4MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1684869
nm0001780,Peter Stormare,Actor,Fargo,"https://m.media-amazon.com/images/M/MV5BOTUyMDQ0MTEyNF5BMl5BanBnXkFtZTYwNDYxMDkz._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001780
nm3592338,Emilia Clarke,Actress,Game of Thrones,"https://m.media-amazon.com/images/M/MV5BNjg3OTg4MDczMl5BMl5BanBnXkFtZTgwODc0NzUwNjE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3592338
nm1935086,Tessa Thompson,Actress,Creed,"https://m.media-amazon.com/images/M/MV5BNjk4MDU3NDg4NF5BMl5BanBnXkFtZTcwMjMxMjcwNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1935086
nm1154749,Sofia Boutella,Actress,Kingsman: The Secret Service,"https://m.media-amazon.com/images/M/MV5BMzU4ODM4MTQzMl5BMl5BanBnXkFtZTgwNTk5NzkxNTM@._V1_UY209_CR3,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1154749
nm2204178,Tenoch Huerta,Actor,Black Panther: Wakanda Forever,"https://m.media-amazon.com/images/M/MV5BN2QwNmE4Y2YtZjNkMS00NDAzLTliYTgtYTgyZDYyMTcwYTM4XkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2204178
nm0452963,Q'orianka Kilcher,Actress,The New World,"https://m.media-amazon.com/images/M/MV5BY2JjNTE1YTktYzUxMS00OWIyLThlNmEtZGJkOGY5NDllOTUxXkEyXkFqcGdeQXVyNTU1MjA4MTU@._V1_UY209_CR34,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0452963
nm0695435,Chris Pratt,Actor,Guardians of the Galaxy,"https://m.media-amazon.com/images/M/MV5BZjdkYjg1NzMtOTY2YS00ZWI1LWEwZWYtOTU1YTM2ODA2ZWY5XkEyXkFqcGdeQXVyMTM1MjAxMDc3._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0695435
nm0811242,Brittany Snow,Actress,Pitch Perfect,"https://m.media-amazon.com/images/M/MV5BZDg4ZjI3YTgtYTZkZS00Nzg2LTk1Y2QtZjMyNmRjZDA2MTg2XkEyXkFqcGdeQXVyMjQ5MTkzMjc@._V1_UY209_CR3,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0811242
nm0329481,Ginnifer Goodwin,Actress,Big Love,"https://m.media-amazon.com/images/M/MV5BY2NmODMxNzctYzA3NS00NzFiLTliYWYtMzMzNDlmM2NkMWQxXkEyXkFqcGdeQXVyMTU1MDQ2NTM@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0329481
nm0010736,Amy Adams,Actress,Arrival,"https://m.media-amazon.com/images/M/MV5BMTg2NTk2MTgxMV5BMl5BanBnXkFtZTgwNjcxMjAzMTI@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0010736
nm1024107,Ambyr Childers,Actress,The Master,"https://m.media-amazon.com/images/M/MV5BZmY1NWM3NjUtMmU3Mi00NDU3LWJiOGQtMDkxOTRlODBiZGQ1XkEyXkFqcGdeQXVyMjAwNzA5MTM@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1024107
nm1752221,Gina Rodriguez,Actress,Deepwater Horizon,"https://m.media-amazon.com/images/M/MV5BNzY5NDU2MDc3OV5BMl5BanBnXkFtZTgwMTE3Mzg5NjE@._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1752221
nm0823693,Todd Stashwick,Actor,The Air I Breathe,"https://m.media-amazon.com/images/M/MV5BOWU3OTA1MmMtMzljMi00OTE3LTg1OGEtODRhOGQ1Mjc2NGExXkEyXkFqcGdeQXVyMDM3OTQzNw@@._V1_UY209_CR2,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0823693
nm1297015,Emma Stone,Actress,La La Land,"https://m.media-amazon.com/images/M/MV5BMjI4NjM1NDkyN15BMl5BanBnXkFtZTgwODgyNTY1MjE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1297015
nm0004266,Anne Hathaway,Actress,Les Misérables,"https://m.media-amazon.com/images/M/MV5BMTRhNzQ3NGMtZmQ1Mi00ZTViLTk3OTgtOTk0YzE2YTgwMmFjXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_UY209_CR14,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0004266
nm0916617,Jake Weber,Actor,Dawn of the Dead,"https://m.media-amazon.com/images/M/MV5BMTk3NTM4NTE1N15BMl5BanBnXkFtZTYwOTc1NzY1._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0916617
nm0001618,Joaquin Phoenix,Actor,Her,"https://m.media-amazon.com/images/M/MV5BZGMyY2Q4NTEtMWVkZS00NzcwLTkzNmQtYzBlMWZhZGNhMDhkXkEyXkFqcGdeQXVyNjk1MjYyNTA@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001618
nm0944077,Sarah Wynter,Actress,The 6th Day,"https://m.media-amazon.com/images/M/MV5BOWFhYmZlZTAtYTdiNS00M2UyLTlkODktNGRiZWE4YTlhZTdjXkEyXkFqcGdeQXVyMjAxMDE4NDk@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0944077
nm0397171,Bryce Dallas Howard,Actress,Jurassic World: Dominion,"https://m.media-amazon.com/images/M/MV5BNzExZDkyNWItMDYzNS00MGVlLTllZTctMjYyZGE1MmY0MThhXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0397171
nm1176985,Dave Bautista,Actor,Guardians of the Galaxy,"https://m.media-amazon.com/images/M/MV5BNTZkYzU0ZGUtZTk1MC00MzJjLWFmMzItY2M0ODY1ZmI2OGQ0XkEyXkFqcGdeQXVyMjI0MjgwNjc@._V1_UY209_CR116,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1176985
nm0000506,Julia Louis-Dreyfus,Actress,Seinfeld,"https://m.media-amazon.com/images/M/MV5BMTYzMDM2MTg2Nl5BMl5BanBnXkFtZTcwODQ0OTA1Mg@@._V1_UY209_CR5,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000506
nm0000199,Al Pacino,Actor,Serpico,"https://m.media-amazon.com/images/M/MV5BMTQzMzg1ODAyNl5BMl5BanBnXkFtZTYwMjAxODQ1._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000199
nm0000668,Emma Thompson,Actress,Sense and Sensibility,"https://m.media-amazon.com/images/M/MV5BMTMwNTAyOTg0MF5BMl5BanBnXkFtZTcwNTg0MzY1Mw@@._V1_UY209_CR7,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000668
nm0000210,Julia Roberts,Actress,Pretty Woman,"https://m.media-amazon.com/images/M/MV5BMTQzNjU3MDczN15BMl5BanBnXkFtZTYwNzY2Njc4._V1_UY209_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000210
nm0000204,Natalie Portman,Actress,Black Swan,"https://m.media-amazon.com/images/M/MV5BYzU0ZGRhZWItMGJlNy00YzlkLWIzOWYtNDA2NzlhMDg3YjMwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000204
nm0350453,Jake Gyllenhaal,Actor,Nightcrawler,"https://m.media-amazon.com/images/M/MV5BNjA0MTU2NDY3MF5BMl5BanBnXkFtZTgwNDU4ODkzMzE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0350453
nm0001876,Catherine Zeta-Jones,Actress,Chicago,"https://m.media-amazon.com/images/M/MV5BZGE4MzUwMTYtYTFmNi00ZTRhLThjNDEtY2FlMTgyZmVmYTQwXkEyXkFqcGdeQXVyODczMzQ3NjY@._V1_UY209_CR54,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001876
nm4231435,Devan Chandler Long,Actor,Ghosts,"https://m.media-amazon.com/images/M/MV5BOWE5YmZkZjctYWFlMy00MjJkLTljZDUtOThiM2M1ZWY0ZjFkXkEyXkFqcGdeQXVyMjQ1MzE3NjU@._V1_UY209_CR72,0,140,209_AL_.jpg",https://www.imdb.com/name/nm4231435
nm0893257,Milo Ventimiglia,Actor,Heroes,"https://m.media-amazon.com/images/M/MV5BZWFlMjU0OWYtNDI3Mi00MmVmLWFkNjUtNWVkYWJhYjNlMDdiXkEyXkFqcGdeQXVyOTE0NjgwMjY@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0893257
nm0565250,Melissa McCarthy,Actress,The Heat,"https://m.media-amazon.com/images/M/MV5BMTg5NjA3ODkyMl5BMl5BanBnXkFtZTgwNTU4Mzg5NjE@._V1_UY209_CR12,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0565250
nm2539953,Alicia Vikander,Actress,Ex Machina,"https://m.media-amazon.com/images/M/MV5BMzg1MzQyYTktN2U3Ni00ZTQ2LThkMjEtODcxY2UyNmM5ZDBhXkEyXkFqcGdeQXVyMTExNzQ3MzAw._V1_UY209_CR29,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2539953
nm0005394,Jeri Ryan,Actress,Star Trek: Voyager,"https://m.media-amazon.com/images/M/MV5BYTM4NTJlZjEtNjdiNS00Y2Y5LTlhYzMtNzVkMjU1MjZmNDE5XkEyXkFqcGdeQXVyMjEwODk5MDY@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0005394
nm0634240,Christopher Nolan,Producer,Tenet,"https://m.media-amazon.com/images/M/MV5BNjE3NDQyOTYyMV5BMl5BanBnXkFtZTcwODcyODU2Mw@@._V1_UY209_CR5,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0634240
nm1083404,Sarah Shahi,Actress,Black Adam,"https://m.media-amazon.com/images/M/MV5BMTU0MzE2NTI1NV5BMl5BanBnXkFtZTcwODcwMzMwOQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1083404
nm3554734,Sheila Carrasco,Actress,Ghosts,"https://m.media-amazon.com/images/M/MV5BNzJkNWRmZWUtMTAzNi00MTZlLWJhYTctM2M1MzQ3ZWIzMGQ5XkEyXkFqcGdeQXVyMjU3MzU1MDQ@._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3554734
nm0484104,Sarah Lancashire,Actress,Happy Valley,"https://m.media-amazon.com/images/M/MV5BMjI3MTk5MTU1NF5BMl5BanBnXkFtZTcwMzU1ODExOA@@._V1_UY209_CR9,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0484104
nm0781981,Jason Segel,Actor,Forgetting Sarah Marshall,"https://m.media-amazon.com/images/M/MV5BMTUwNzcxNzM1Nl5BMl5BanBnXkFtZTgwNzA5NzU4MjE@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0781981
nm0001721,Chloë Sevigny,Actress,We Are Who We Are,"https://m.media-amazon.com/images/M/MV5BOTk2OTVjYzMtODY2MS00ZDg3LTkzOWQtZGRmMjFjNGZkNmU5XkEyXkFqcGdeQXVyMjQ0OTM2MTA@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001721
nm1567113,Jessica Chastain,Actress,Zero Dark Thirty,"https://m.media-amazon.com/images/M/MV5BMTU1MDM5NjczOF5BMl5BanBnXkFtZTcwOTY2MDE4OA@@._V1_UY209_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1567113
nm3729225,Gwendoline Christie,Actress,Star Wars: Episode VIII - The Last Jedi,"https://m.media-amazon.com/images/M/MV5BMzA3MTcxMTMzM15BMl5BanBnXkFtZTcwMDI2MDg0Nw@@._V1_UY209_CR1,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3729225
nm0731075,Emma Roberts,Actress,We're the Millers,"https://m.media-amazon.com/images/M/MV5BMGU2ODg5YTYtMjY5My00NjE3LTk4NDMtY2FjM2ZmNjk0ZTBhXkEyXkFqcGdeQXVyMTIxMTA0Ng@@._V1_UY209_CR16,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0731075
nm0568180,Neal McDonough,Actor,Minority Report,"https://m.media-amazon.com/images/M/MV5BOTViNzE5MTItODVkYy00NWZiLThlNDMtZTc4Njg0ZTEwODM2XkEyXkFqcGdeQXVyOTQ4NzcwOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0568180
nm3564817,Phoebe Waller-Bridge,Actress,Solo: A Star Wars Story,"https://m.media-amazon.com/images/M/MV5BMjQxNzYxODg4NF5BMl5BanBnXkFtZTgwNzE1NzYzMjI@._V1_UY209_CR5,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3564817
nm1659221,Sebastian Stan,Actor,Captain America: The Winter Soldier,"https://m.media-amazon.com/images/M/MV5BNTk2OGU4NzktODhhOC00Nzc2LWIyNzYtOWViMjljZGFiNTMxXkEyXkFqcGdeQXVyMTE1NTQwOTk@._V1_UY209_CR10,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1659221
nm3078932,Lady Gaga,Soundtrack,A Star Is Born,"https://m.media-amazon.com/images/M/MV5BMTg1NjQwMzU4MF5BMl5BanBnXkFtZTgwNTk5NjQ4NjE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3078932
nm2265157,Isabelle Fuhrman,Actress,The Novice,"https://m.media-amazon.com/images/M/MV5BZGRjZmY1YzMtODM4MS00NjE3LWJjZDYtMTA2MGI1YzczYTAxXkEyXkFqcGdeQXVyMTA1NjEwMTM@._V1_UY209_CR9,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2265157
nm0569337,Ted McGinley,Actor,Revenge of the Nerds,"https://m.media-amazon.com/images/M/MV5BMTI4NTQ2OTk3OV5BMl5BanBnXkFtZTcwNjcyODUyMg@@._V1_UY209_CR12,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0569337
nm0001481,Tina Louise,Actress,Gilligan's Island,"https://m.media-amazon.com/images/M/MV5BMjE4MTc2NDA5OV5BMl5BanBnXkFtZTYwMzA0MjYz._V1_UY209_CR6,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001481
nm5637317,Raashi Khanna,Actress,Madras Cafe,"https://m.media-amazon.com/images/M/MV5BOWQxYzg2YmItZGU0MS00NDM2LTljNjUtZGZiZDZlMWE0OWY4XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR3,0,140,209_AL_.jpg",https://www.imdb.com/name/nm5637317
nm3817021,Amy-Leigh Hickman,Actress,The Dumping Ground,"https://m.media-amazon.com/images/M/MV5BNjk0NDJhZjMtY2M3OS00ZGY3LWE5MzAtYjNjMTk2MjUyNDY2XkEyXkFqcGdeQXVyNjU0ODA5NzM@._V1_UY209_CR21,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3817021
nm0000849,Javier Bardem,Actor,Skyfall,"https://m.media-amazon.com/images/M/MV5BMTY1NTc4NTYzMF5BMl5BanBnXkFtZTcwNDIwOTY1NA@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000849
nm0680983,Elliot Page,Actor,Juno,"https://m.media-amazon.com/images/M/MV5BNmNhZmFjM2ItNTlkNi00ZTQ4LTk3NzYtYTgwNTJiMTg4OWQzXkEyXkFqcGdeQXVyMTM1MjAxMDc3._V1_UY209_CR9,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0680983
nm1175262,Brooke D'Orsay,Actress,Royal Pains,"https://m.media-amazon.com/images/M/MV5BYmQ5ZDJmZGUtY2JlYi00MTI3LTgzNGEtNDFjZDljZWI3YTgxXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR7,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1175262
nm0252961,Idris Elba,Actor,Beasts of No Nation,"https://m.media-amazon.com/images/M/MV5BNzEzMTI2NjEyNF5BMl5BanBnXkFtZTcwNTA0OTE4OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0252961
nm0542133,Joe Manganiello,Actor,True Blood,"https://m.media-amazon.com/images/M/MV5BOWI2MDE4YzAtZjQ5MS00NzdjLWFiYTEtZDUyMmM2OTdkNDA4XkEyXkFqcGdeQXVyMjY2OTExNA@@._V1_UY209_CR3,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0542133
nm13546659,Keivonn Woodard,Actor,The Last of Us,"https://m.media-amazon.com/images/M/MV5BMjhkZTFlOTItOTFjNy00MGQzLWFlMTMtN2UwMDMzNGFkNWI5XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm13546659
nm0000194,Julianne Moore,Actress,Boogie Nights,"https://m.media-amazon.com/images/M/MV5BMTM5NDI1MjE2Ml5BMl5BanBnXkFtZTgwNDE0Nzk0MDE@._V1_UY209_CR5,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000194
nm0005176,Wendie Malick,Actress,Waiting...,"https://m.media-amazon.com/images/M/MV5BOTZiZWJlNjktNmEzMC00Mjg2LWE3ZTEtMmE0NDA3M2IzN2Q2XkEyXkFqcGdeQXVyMjIwMDY1NDg@._V1_UY209_CR2,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0005176
nm1143816,Lily Rabe,Actress,Miss Stevens,"https://m.media-amazon.com/images/M/MV5BNDkyNzAxYzEtNTQ1Ni00NWYwLWI3ZDYtMWJlMmZkZDdhMjVhXkEyXkFqcGdeQXVyMTUyODYwNDE5._V1_UY209_CR29,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1143816
nm0000672,Meg Tilly,Actress,The Big Chill,"https://m.media-amazon.com/images/M/MV5BMTg1NzAxNTM3MF5BMl5BanBnXkFtZTgwMDMyOTk2NDE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000672
nm0000673,Marisa Tomei,Actress,My Cousin Vinny,"https://m.media-amazon.com/images/M/MV5BMTUwMjA3OTc3N15BMl5BanBnXkFtZTcwNTA1MzY1Mw@@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000673
nm0004716,Darren Aronofsky,Writer,Pi,"https://m.media-amazon.com/images/M/MV5BMTI1NTQ0NjU3MF5BMl5BanBnXkFtZTcwOTQ0MTUyMg@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0004716
nm1199888,Sasha Pieterse,Actress,Inherent Vice,"https://m.media-amazon.com/images/M/MV5BNTMwYmI5ZTAtYWM3OS00NTQ3LWI3MTUtMDExOWM5MDc3NGM0XkEyXkFqcGdeQXVyODM0NDI0NjU@._V1_UY209_CR5,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1199888
nm1412974,Glen Powell,Actor,Hidden Figures,"https://m.media-amazon.com/images/M/MV5BMGEzMTIwM2UtYjc5MC00ZGI4LWJiOTAtYzAwZmU0OTYzYWIxXkEyXkFqcGdeQXVyNDg0MzQyNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1412974
nm3821405,Jake Lacy,Actor,Carol,"https://m.media-amazon.com/images/M/MV5BZDA2ODk3YjItMjY4OC00YTk5LWE4ZjYtZTUzMWE4MTg5YTZlXkEyXkFqcGdeQXVyMTI2Nzk2MjQ1._V1_UY209_CR34,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3821405
nm2933542,Boyd Holbrook,Actor,Logan,"https://m.media-amazon.com/images/M/MV5BMWY3YjA0NDYtYTUwYi00YjEyLTlkNTktNjFlZmY1ZmVhN2VmXkEyXkFqcGdeQXVyNzczNzg0ODc@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2933542
nm0000623,Rene Russo,Actress,Nightcrawler,"https://m.media-amazon.com/images/M/MV5BNjE4MDk2ODY3OF5BMl5BanBnXkFtZTYwMTc0Mjk2._V1_UY209_CR9,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000623
nm0604742,Jeffrey Dean Morgan,Actor,Watchmen,"https://m.media-amazon.com/images/M/MV5BM2QwNjhkYzMtNjQ5Mi00OTk2LTg4N2ItZjUzYmU4MWViMDkxXkEyXkFqcGdeQXVyODY2NjYzNA@@._V1_UY209_CR3,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0604742
nm8958770,Paul Mescal,Actor,Aftersun,"https://m.media-amazon.com/images/M/MV5BYzdhZTAzNjAtYjY5NC00OTFlLWFlYTEtMTQ0NTZlMjJmZTc3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm8958770
nm0152839,Tara Strong,Actress,Batman: The Killing Joke,"https://m.media-amazon.com/images/M/MV5BNjJhNjcyOWQtMjQ2My00MGU0LWFiMzItMDZlY2EzMjYwMWI3XkEyXkFqcGdeQXVyNzcwOTY0ODg@._V1_UY209_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0152839
nm2468050,Georgina Reilly,Actress,City on a Hill,"https://m.media-amazon.com/images/M/MV5BMTNhMDBmZmMtM2MxZS00M2QzLTlmNGUtMzA2N2JmNzdlNzhjXkEyXkFqcGdeQXVyNDE0NjI3Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2468050
nm2087739,Jeremy Allen White,Actor,Shameless,"https://m.media-amazon.com/images/M/MV5BM2RhYTkxMTAtYTM4My00NzE4LWFjYmUtZWNhYmM3YmZhNGZmXkEyXkFqcGdeQXVyNzQ0MDUyMzg@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2087739
nm0648249,Timothy Olyphant,Actor,Justified,"https://m.media-amazon.com/images/M/MV5BMTc2NzY0OTA2Ml5BMl5BanBnXkFtZTYwNDYzODgz._V1_UY209_CR3,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0648249
nm3408254,Greer Grammer,Actress,Awkward.,"https://m.media-amazon.com/images/M/MV5BYzUyZmM1MGItNTY3NC00ODZlLWFiOWItYWRjNDE0ZGVjYzlkXkEyXkFqcGdeQXVyNTQyNTcxNjM@._V1_UY209_CR9,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3408254
nm0001082,Billy Crudup,Actor,Almost Famous,"https://m.media-amazon.com/images/M/MV5BMTQ5MzM5NzUzMF5BMl5BanBnXkFtZTcwNjEyMDY5Mg@@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001082
nm0330687,Joseph Gordon-Levitt,Actor,Inception,"https://m.media-amazon.com/images/M/MV5BMTY3NTk0NDI3Ml5BMl5BanBnXkFtZTgwNDA3NjY0MjE@._V1_UY209_CR2,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0330687
nm1782991,Halle Bailey,Actress,The Little Mermaid,"https://m.media-amazon.com/images/M/MV5BZjliMTQxZmEtYzhjNC00NzMyLTgyMzItYzE3YTU0MDVkOTUzXkEyXkFqcGdeQXVyNTUyNTQxNDc@._V1_UY209_CR26,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1782991
nm0001804,Stanley Tucci,Actor,Big Night,"https://m.media-amazon.com/images/M/MV5BMTU1MzE4MjAzMV5BMl5BanBnXkFtZTcwMjA2MTMyMw@@._V1_UY209_CR6,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001804
nm0000123,George Clooney,Actor,The Ides of March,"https://m.media-amazon.com/images/M/MV5BMjEyMTEyOTQ0MV5BMl5BanBnXkFtZTcwNzU3NTMzNw@@._V1_UY209_CR7,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000123
nm0322407,Brendan Gleeson,Actor,Calvary,"https://m.media-amazon.com/images/M/MV5BMTA3NTMxODI0OTBeQTJeQWpwZ15BbWU3MDQ1NTY5Mjc@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0322407
nm0185819,Daniel Craig,Actor,Casino Royale,"https://m.media-amazon.com/images/M/MV5BMjEzMjk4NDU4MF5BMl5BanBnXkFtZTcwMDMyNjQzMg@@._V1_UY209_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0185819
nm2247245,Haley Bennett,Actress,The Magnificent Seven,"https://m.media-amazon.com/images/M/MV5BZWEyOTUzNzgtZmQ2My00NTg4LTgyNGYtNzQ5MGYwMjY3OGM1XkEyXkFqcGdeQXVyNjA0OTkxNjQ@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2247245
nm1154161,Laura Bailey,Actress,The Legend of Vox Machina,"https://m.media-amazon.com/images/M/MV5BNDQyODM4MDUtYWViZS00Yjc5LThjMDYtMGJjNTM5M2RmNzJiXkEyXkFqcGdeQXVyNjcxOTQxOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1154161
nm1072555,Morena Baccarin,Actress,Deadpool,"https://m.media-amazon.com/images/M/MV5BNmU5Yjk4OTItMjMzZS00MTYzLWI1ZDktYWM4YWM2NTM2YzMzXkEyXkFqcGdeQXVyMzY2OTA2MzM@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1072555
nm2555462,Eiza González,Actress,Baby Driver,"https://m.media-amazon.com/images/M/MV5BMTU4MjA5M2EtNmQ2OC00YjdhLWEyYWMtYzdiOTRkZWM3NGM2XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR115,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2555462
nm4427331,Daniella Pineda,Actress,Jurassic World: Dominion,"https://m.media-amazon.com/images/M/MV5BZGNhYTBlYzYtYWE1My00OWFlLThjZWItOTgxMDRiOTc3YTg0XkEyXkFqcGdeQXVyMjI3NjE3MzI@._V1_UY209_CR12,0,140,209_AL_.jpg",https://www.imdb.com/name/nm4427331
nm3918035,Zendaya,Actress,Spider-Man: Homecoming,"https://m.media-amazon.com/images/M/MV5BMjAxZTk4NDAtYjI3Mi00OTk3LTg0NDEtNWFlNzE5NDM5MWM1XkEyXkFqcGdeQXVyOTI3MjYwOQ@@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3918035
nm3614913,Zoey Deutch,Actress,Set It Up,"https://m.media-amazon.com/images/M/MV5BN2QyNDg5OTUtZWNmZS00MmY1LWFiNjgtNzdmNjczZmFkZjZhXkEyXkFqcGdeQXVyMjMwNzU2MjM@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3614913
