tv_id,tv_name,release_year,ratings,series_type,episodes,certificate,duration,cast_id,cast_name,tagline,genre
tt0106028,Homicide: Life on the Street,1993,8.5,TV Series,122,15,60,"nm0001938,nm0424800,nm0001433,nm0001717,nm0105672,nm0502425,nm0224703,nm0956539,nm0314253,nm0781218,nm0507839,nm0389374,nm0861361,nm0495831,nm0411964,nm0001611,nm0000838,nm0000885","Richard Belzer,Clark Johnson,Yaphet Kotto,Kyle Secor,Andre Braugher,Melissa Leo,Reed Diamond,Sharon Ziman,Peter Gerety,Jon Seda,Toni Lewis,Isabella Hofmann,Callie Thorne,Clayton LeBouef,Zeljko Ivanek,Max Perlich,Daniel Baldwin,Ned Beatty",No Taglines,"Crime,Drama,Mystery"
tt0314979,Battlestar Galactica,2003,8.5,TV Mini Series,2,12,183,"nm0001579,nm0001521,nm0755267,nm0051397,nm0130536,nm1065454,nm0719678,nm0661825,nm0389581,nm0071922,nm1353748,nm0234928,nm0393953,nm0301874,nm0565973,nm0927045,nm0542821,nm0432228","Edward James Olmos,Mary McDonnell,Katee Sackhoff,Jamie Bamber,James Callis,Tricia Helfer,Callum Keith Rennie,Grace Park,Michael Hogan,Matthew Bennett,Paul Campbell,Aaron Douglas,Barclay Hope,Lorena Gale,Kandyse McClure,Connor Widdows,John Mann,Alessandro Juliani",Never create what you can't control.,"Action,Adventure,Drama"
tt0417373,The Venture Bros.,2003,8.5,TV Series,86,15,22,"nm0567129,nm0881672,nm0358452,nm0999118,nm0911320,nm1708355,nm0095326,nm2912619,nm0358478,nm1075468,nm1715148,nm0806430,nm0663174,nm1782215,nm1386066,nm2129662,nm0571952,nm0375495","Christopher McCulloch,James Urbaniak,Doc Hammer,Michael Sinterniklaas,Patrick Warburton,Steven Rattazzi,Paul Boocock,Soul-Bot,Lisa Hammer,Dana Snyder,Mia Barron,Brendon Small,Charles Parnell,Mark Gagliardi,Hal Lublin,Cristin Milioti,Kate McKinnon,Nina Hellman",Jonny Quest is Jonesin'!,"Animation,Action,Adventure"
tt0237123,Coupling,2000,8.5,TV Series,28,15,30,"nm0202603,nm0069109,nm0018729,nm0411214,nm0587060,nm0185404,nm0616960,nm0321092,nm0128458,nm0296592,nm0654197,nm0549401,nm0288976,nm0040010,nm0697051,nm0007893,nm0416849,nm0557520","Jack Davenport,Gina Bellman,Sarah Alexander,Kate Isitt,Ben Miles,Richard Coyle,Richard Mylan,Lou Gish,Olivia Caffrey,Mariella Frostrup,Lloyd Owen,Elizabeth Marmur,Emilia Fox,Adam Astill,Michael Price,Amanda Abbington,Raji James,William Scott-Masson",It's better than foreplay!,"Comedy,Romance"
tt0229889,El Chavo del Ocho,1972,8.5,TV Series,357,PG,30,"nm0883850,nm0897727,nm0350867,nm0209553,nm0583746,nm0900232,nm0013749,nm0273390,nm0350866,nm0210853,nm0273646,nm1412017,nm0655762,nm1030889,nm0099091,nm1411648,nm0603889,nm0782096","Ramón Valdés,Carlos Villagrán,Roberto Gómez Bolaños,María Antonieta de las Nieves,Florinda Meza,Edgar Vivar,Rubén Aguirre,Angelines Fernández,Horacio Gómez Bolaños,Ricardo de Pascual,Maribel Fernández,Olivia Leyva,Raúl 'Chato' Padilla,Ana Lilian De La Macorra,Rosita Bouchot,Patty Juarez,Beatriz Moreno,Enrique Segoviano",No Taglines,"Comedy,Family"
tt0187664,Spaced,1999,8.5,TV Series,14,15,25,"nm0670408,nm0828961,nm0212626,nm0296545,nm0372423,nm0138446,nm1980098,nm0015300,nm0934318,nm0047155,nm0484202,nm0784818,nm0751085,nm0333393,nm0178357,nm0806968,nm1132970,nm0753322","Simon Pegg,Jessica Hynes,Julia Deakin,Nick Frost,Mark Heap,Katy Carmichael,Aida the Dog,Lucy Akhurst,Anna Wilson-Jones,Bill Bailey,James Lance,Peter Serafinowicz,Clive Russell,Sally Grace,Rowena Cooper,Michael Smiley,Gemma Padley,Jonathan Ryland",No Taglines,"Action,Comedy"
tt10802170,The Rehearsal,2022,8.5,TV Series,7,TV-MA,30,"nm2358709,nm13232190,nm1836873,nm13904343,nm13963871,nm13904346,nm5894194,nm13997348,nm5402378,nm8903449,nm4711349,nm4641403,nm1754011,nm1572894,nm13895485,nm0293461,nm11462060,nm14011996","Nathan Fielder,Journey Baker,Anna Lamadrid,Sawyer J. Bell,Lennon O'Flynn,James O'Neill,Alexander Leiss,Remy Taylor,Joshua James Benard,Liam Risinger,Jennifer Khoe,Thomas McNamara,Gigi Burgdorf,Isaac Lamb,Charlie Cherman,K. Todd Freeman,Vincent Cefalu,Keaton Fields",No Taglines,"Documentary,Comedy"
tt4063800,The Bureau,2015,8.5,TV Series,50,15,52,"nm0440913,nm0517975,nm0951520,nm0320812,nm5674479,nm3717148,nm0201669,nm2426027,nm0169398,nm6113836,nm0105472,nm0509876,nm0238475,nm0023832,nm0329812,nm1044641,nm3011788,nm0044386","Mathieu Kassovitz,Florence Loiret Caille,Jonathan Zaccaï,Sara Giraudeau,Jules Sagot,Zineb Triki,Jean-Pierre Darroussin,Irina Muluile,Gilles Cohen,Artus,Alexandre Brasseur,Patrick Ligardes,Léa Drucker,Mathieu Amalric,Aleksey Gorbunov,Michaël Abiteboul,Pauline Etienne,Anne Azoulay",No Taglines,"Drama,Thriller"
tt0403778,Long Way Round,2004,8.5,TV Mini Series,10,TV-PG,315,"nm0000191,nm0095564,nm1256362,nm1748959,nm1392160,nm1057560,nm0561398,nm2353746,nm2355885,nm2350113,nm3196504,nm0000958,nm0472822,nm0095565,nm1430545,nm3198225,nm0000204,nm1372232","Ewan McGregor,Charley Boorman,David Alexanian,Russ Malkin,Claudio von Planta,Jimmy Simak,Eve Mavrakis,Olly Boorman,Kinvara Boorman,Doone Boorman,Jim McGregor,John Boorman,Christel Kruse Boorman,Daisy Boorman,Carol McGregor,Margrit von Planta,Natalie Portman,Paul Teutul Sr.","2 men, 2 bikes,  20,000 miles...","Documentary,Adventure"
tt7908628,What We Do in the Shadows,2019,8.5,TV Series,42,16,30,"nm1315378,nm1546196,nm5857106,nm2957490,nm1515989,nm1102891,nm1449215,nm0427964,nm1268375,nm8589753,nm3333545,nm8274537,nm2937248,nm0724833,nm13859750,nm1416330,nm2788156,nm0804448","Kayvan Novak,Matt Berry,Natasia Demetriou,Harvey Guillén,Mark Proksch,Kristen Schaal,Anthony Atamanuik,Doug Jones,Parisa Fakhri,Violet Tinnirello,Anoop Desai,Veronika Slowikowska,Chris Sandiford,Jean-Michel Richaud,Liam McKenna,Jake McDorman,Beanie Feldstein,Jason Sklar",No Taglines,"Comedy,Fantasy,Horror"
tt0086831,"Yes, Prime Minister",1986,8.5,TV Series,16,PG,30,"nm0248844,nm0001329,nm0288621,nm0387993,nm0636193,nm0626726,nm0148149,nm0285384,nm0872370,nm0140354,nm0822719,nm0681826,nm0142197,nm0290117,nm0585460,nm0017739,nm0920272,nm0057683","Paul Eddington,Nigel Hawthorne,Derek Fowlds,Diana Hoddinott,Deborah Norton,John Nettleton,Peter Cellier,Miranda Forbes,Frederick Treves,Antony Carrick,Barry Stanton,Donald Pickering,Peter Cartwright,Clive Francis,Frank Middlemass,Michael Aldridge,John Wells,John Barron",No Taglines,Comedy
tt0423731,Samurai Champloo,2004,8.5,TV Series,26,15,24,"nm0620017,nm1717227,nm0442933,nm0089707,nm0861558,nm1312566,nm0422849,nm1218545,nm2637005,nm1566139,nm1516229,nm1541457,nm0361734,nm0614045,nm0469674,nm0170555,nm0833836,nm1063287","Kazuya Nakai,Ginpei Sato,Ayako Kawasumi,Steve Blum,Kirk Thornton,Kari Wahlgren,Doug Stone,Erik Davies,Masakazu Kohara,Tsuguo Mogami,Shunsuke Sakuya,Yoshinori Sonobe,Masao Harada,Takehiro Murozono,Steve Kramer,Paul St. Peter,Kim Strauss,Doug Erholtz","Death, betrayal, and... hip hop!","Animation,Action,Adventure"
tt6108262,Senke nad Balkanom,2017,8.5,TV Series,20,TV-MA,60,"nm4129969,nm3075833,nm0081449,nm4425618,nm0422504,nm0452190,nm2041861,nm1368516,nm0240780,nm1470704,nm0632475,nm0115350,nm1728161,nm1320016,nm0865411,nm0586170,nm0037590,nm0104103","Andrija Kuzmanovic,Marija Bergam,Dragan Bjelogrlic,Jovana Stojiljkovic,Nenad Jezdic,Gordan Kicic,Goran Bogdan,Aleksandar Gligoric,Nebojsa Dugalic,Aleksandar Stojkovic,Slobodan 'Boda' Ninkovic,Branimir Brstina,Marko Zivic,Milos Samolov,Srdjan 'Zika' Todorovic,Toni Mihajlovski,Petre Arsovski,Vojislav 'Voja' Brajovic",No Taglines,"Crime,Drama,Thriller"
tt0487831,The IT Crowd,2006,8.5,TV Series,25,15,25,"nm1483369,nm1547964,nm1817670,nm1546196,nm0606439,nm0276161,nm0512627,nm0083097,nm0533914,nm0829134,nm0784818,nm2110418,nm0119470,nm0407033,nm2184489,nm0920185,nm2133109,nm0600809","Chris O'Dowd,Richard Ayoade,Katherine Parkinson,Matt Berry,Christopher Morris,Noel Fielding,Graham Linehan,Tom Binns,Lewis Macleod,Belinda Stewart-Wilson,Peter Serafinowicz,Gemma Chan,Cordelia Bugeja,Togo Igawa,John Willie Hopkins,Dolly Wells,Pete Deagle,Ben Moor",No Taglines,Comedy
tt4158110,Mr. Robot,2015,8.5,TV Series,45,15,49,"nm1785339,nm0000225,nm3361199,nm0909412,nm0234668,nm0188165,nm3501146,nm0000703,nm4066934,nm3114205,nm0005349,nm4576371,nm4570964,nm5352388,nm1272540,nm1826988,nm0318703,nm3124435","Rami Malek,Christian Slater,Carly Chaikin,Martin Wallström,Portia Doubleday,Michael Cristofer,Grace Gummer,BD Wong,Stephanie Corneliussen,Vaishnavi Sharma,Gloria Reuben,Sunita Mani,Azhar Khan,Joey Bada$$,Omar Metwally,Michael Drayer,Michel Gill,Jeremy Holm",I'm crazy. This is crazy. I'm crazy. (Season 2),"Crime,Drama,Thriller"
tt1492966,Louie,2010,8.5,TV Series,61,15,22,"nm0127373,nm3463761,nm3425494,nm0781899,nm1550885,nm1443523,nm3780584,nm1635244,nm0228105,nm0058178,nm1171163,nm0446218,nm0827335,nm2731255,nm1675596,nm0050264,nm0000995,nm0001301","Louis C.K.,Hadley Delany,Ursula Parker,Pamela Adlon,Deanna Mustard,Scott Reyns,Steve Fabricant,Susan Kelechi Watson,Nick Di Paolo,Todd Barry,Jim Norton,Robert Kelly,William Stephenson,Edward Gelbinovich,Gary Wilmes,Eszter Balint,Ellen Burstyn,Charles Grodin",Misery loves comedy. (season 3),"Comedy,Drama"
tt0129690,I'm Alan Partridge,1997,8.5,TV Series,12,15,29,"nm0176869,nm0338425,nm0598748,nm0180504,nm0123404,nm0120111,nm0244167,nm0680766,nm0484202,nm0200579,nm0773768,nm0524849,nm0192279,nm1527315,nm0912046,nm0063165,nm0447353,nm0117339","Steve Coogan,Simon Greenall,Felicity Montagu,Phil Cornwell,Andrew Burt,Amelia Bullmore,Barbara Durkin,Sally Phillips,James Lance,Tim Dantay,David Schneider,Simon Ludders,Danny Cunningham,Terence Booth,Michael Wardle,Peter Baynham,Polly Kemp,Rob Brydon",No Taglines,Comedy
tt9544034,The Family Man,2019,8.5,TV Series,20,18,45,"nm0048075,nm3606487,nm1421465,nm3192510,nm10487216,nm10487217,nm10416037,nm3916302,nm2821544,nm0846681,nm1069587,nm4482922,nm10468994,nm1428293,nm6697626,nm6504384,nm8315494,nm10970879","Manoj Bajpayee,Samantha Ruth Prabhu,Priyamani,Sharib Hashmi,Ashlesha Thakur,Vedant Sinha,Shahab Ali,Shreya Dhanwanthary,Sharad Kelkar,Dalip Tahil,Darshan Kumaar,Sunny Hinduja,Aritro Rudraneil Banerjee,Pawan Chopra,Neeraj Madhav,Mime Gopi,Srikrishna Dayal,Vijay Vikram Singh",No Taglines,"Action,Comedy,Drama"
tt0290978,The Office,2001,8.5,TV Series,14,15,30,"nm0315041,nm0293509,nm0188871,nm0205063,nm1133714,nm1133584,nm1132140,nm1133923,nm1544415,nm0673875,nm0681758,nm0065695,nm0049346,nm0272994,nm0410507,nm1475071,nm0408591,nm0302320","Ricky Gervais,Martin Freeman,Mackenzie Crook,Lucy Davis,Ewen MacIntosh,Ben Bradshaw,Jamie Deeks,Jane Lucas,Emma Manton,Alexander Perkins,Philip Pickard,Joel Beckett,Patrick Baladi,Julie Fernandez,Rachel Isaac,Howard Saddler,Ralph Ineson,Stirling Gallacher",The brilliant new comedy on BBC America. [U.S. DVD.],"Comedy,Drama"
tt0163507,Whose Line Is It Anyway?,1998,8.5,TV Series,220,12,30,"nm0004804,nm0595110,nm0830198,nm0355817,nm0103750,nm0852777,nm0698681,nm0792798,nm0941581,nm0261595,nm0339352,nm0796921,nm2982376,nm0204797,nm0911219,nm0004980,nm0555462,nm0000155","Drew Carey,Colin Mochrie,Ryan Stiles,Laura Hall,Wayne Brady,Linda Taylor,Greg Proops,Brad Sherwood,Cece Worrall Rubin,Charles Esten,Kathryn Greenwood,Denny Siegel,Anne King,Jeff Bryan Davis,Anna Wanselius,Kathy Griffin,Karen Maruyama,Whoopi Goldberg",It's the show where everything's made up and the points don't matter!,"Comedy,Game-Show"
tt1513168,Through the Wormhole,2010,8.5,TV Series,62,TV-PG,60,"nm0000151,nm2994354,nm0435434,nm0861399,nm3512822,nm2556180,nm4121700,nm1581040,nm2373387,nm1581726,nm1591477,nm1638245,nm2616235,nm1581677,nm0942928,nm1581194,nm4902673,nm3373183","Morgan Freeman,Sean Carroll,Michio Kaku,Kip Thorne,Carlos Frenk,Max Tegmark,Lee Smolin,Paul Davies,Janna Levin,Frank Tipler,Frank Close,Michael Persinger,Andy Albrecht,Paul Steinhardt,Will Wright,Alan Guth,Steve Nahn,David Spergel",No Taglines,Documentary
tt4647692,Letterkenny,2016,8.5,TV Series,75,18,30,"nm1742119,nm3466819,nm5572919,nm1525538,nm5094403,nm5084903,nm2036232,nm5357324,nm5854586,nm7602424,nm7251201,nm0862932,nm0678107,nm1265771,nm5318871,nm8038142,nm7098964,nm1503416","Jared Keeso,Nathan Dales,Michelle Mylett,K. Trevor Wilson,Dylan Playfair,Andrew Herr,Tyler Johnston,Evan Stern,Lisa Codrington,Kamilla Kowal,Patrick McNeil,Jacob Tierney,Dan Petronijevic,Mark Forward,Clark Backo,Jay Bertin,Joel Gagne,Kaniehtiio Horn",Ain't No Reason to Get Excited.,Comedy
tt1586680,Shameless,2011,8.5,TV Series,134,18,46,"nm0002536,nm0000513,nm3103119,nm2087739,nm1342513,nm0992538,nm3160752,nm1185747,nm1042946,nm0279720,nm1687798,nm4766130,nm3019617,nm5876094,nm0000349,nm0154226,nm0132843,nm1567202","Emmy Rossum,William H. Macy,Ethan Cutkosky,Jeremy Allen White,Shanola Hampton,Steve Howey,Emma Kenney,Cameron Monaghan,Michael Patrick McGill,Noel Fisher,Jim Hoffmaster,Brenden Sims,Isidora Goreshter,Christian Isaiah,Joan Cusack,Justin Chatwin,Scott Michael Campbell,Kate Miner","The Gallaghers. Absolutely, Wildly, Unapologetically... Shameless (Season 1)","Comedy,Drama"
tt0278238,Samurai Jack,2001,8.5,TV Series,62,15,25,"nm0482851,nm0538683,nm0724656,nm0071818,nm0217221,nm0152839,nm0444786,nm0358460,nm2055652,nm0224007,nm0354937,nm0048389,nm0793634,nm0569501,nm0866300,nm0949775,nm0667326,nm0476226","Phil LaMarr,Mako,Kevin Michael Richardson,Jeff Bennett,Grey Griffin,Tara Strong,Tom Kenny,Daran Norris,Greg Baldwin,John DiMaggio,Jennifer Hale,Dee Bradley Baker,Sab Shimono,Richard McGonagle,Lauren Tom,Keone Young,Rob Paulsen,Clyde Kusatsu","In the future evil takes many forms, and our only hope is one man from the past.","Animation,Action,Adventure"
tt1442449,Spartacus,2010,8.5,TV Series,34,18,55,"nm1813878,nm0005128,nm0071847,nm2213306,nm0579795,nm1479022,nm2130586,nm2553987,nm3723888,nm1870963,nm1967109,nm2642974,nm0492345,nm1712005,nm1304727,nm5950778,nm0001314,nm0662164","Andy Whitfield,Lucy Lawless,Manu Bennett,Daniel Feuerriegel,Peter Mensah,Nick E. Tarabay,Viva Bianca,Liam McIntyre,Pana Hema Taylor,Cynthia Addai-Robinson,Dustin Clare,Heath Jones,Katrina Law,Ellen Hollman,Barry Duffield,Kelvin Taylor,John Hannah,Craig Parker",Some legends are written in blood.,"Action,Adventure,Biography"
tt4082744,Detectorists,2014,8.5,TV Series,20,15,30,"nm0188871,nm0429363,nm0830556,nm0394531,nm0703522,nm2591562,nm2131821,nm0860724,nm4898765,nm2929682,nm1375030,nm1796692,nm4061475,nm0071329,nm0130319,nm7713973,nm6838237,nm7713974","Mackenzie Crook,Toby Jones,Rachael Stirling,Gerard Horan,Pearce Quigley,Divian Ladwa,Laura Checkley,Sophie Thompson,Orion Ben,Aimee-Ffion Edwards,Simon Farnaby,Paul Casar,Alexa Davies,Lucy Benjamin,Rebecca Callard,Jacob Hill,Daniel Donskoy,Isabella Hill",No Taglines,Comedy
tt5897304,Mob Psycho 100,2016,8.5,TV Series,37,15,24,"nm8301460,nm0757327,nm1862473,nm0960033,nm2550198,nm0815040,nm0997115,nm5489754,nm4303311,nm7584229,nm1365137,nm2893431,nm4582537,nm7124125,nm7351424,nm0473873,nm0782841,nm7502119","Setsuo Ito,Takahiro Sakurai,Chris Niosi,Akio Ôtsuka,Kyle McCarley,Michael Sorich,Miyu Irino,Max Mittelman,Yoshitsugu Matsuoka,Ryunosuke Watanuki,Patrick Seitz,Yoshimasa Hosoya,Erik Scott Kimerer,Daiki Hamano,Seiichiro Yamashita,Cherami Leigh,Toshihiko Seki,Kôhei Amasaki",No Taglines,"Animation,Action,Comedy"
tt1534360,Ezel,2009,8.5,TV Series,241,TV-14,90,"nm1090070,nm1754048,nm1625669,nm2266787,nm0193579,nm3665358,nm3665668,nm1869664,nm1699275,nm1802006,nm2705651,nm4558243,nm1728933,nm1727502,nm0436315,nm3666287,nm1727075,nm11769049","Kenan Imirzalioglu,Cansu Dere,Yigit Özsener,Baris Falay,Tuncel Kurtiz,Bade Iscil,Sarp Akkaya,Bayazit Gülercan,Ipek Bilgin,Nurhan Özenen,Baris Serma,Ataberk Ural,Burçin Terzioglu,Riza Kocaoglu,Salih Kalyon,Kemal Uçar,Levent Can,Mert Akbas",Revenge. That will bring them together.,"Crime,Drama,Thriller"
tt0475784,Westworld,2016,8.5,TV Series,36,18,62,"nm0939697,nm0942482,nm0000438,nm0628601,nm1935086,nm0005188,nm1292661,nm1494168,nm0000164,nm0666739,nm0702945,nm0763928,nm0940990,nm0801051,nm1506908,nm1784872,nm1211344,nm2070336","Evan Rachel Wood,Jeffrey Wright,Ed Harris,Thandiwe Newton,Tessa Thompson,James Marsden,Luke Hemsworth,Angela Sarafyan,Anthony Hopkins,Aaron Paul,Simon Quarterman,Rodrigo Santoro,Shannon Woodward,Jimmi Simpson,Talulah Riley,Ptolemy Slocum,Leonardo Nam,Ingrid Bolsø Berdal",Where life begins. (Season 1),"Drama,Mystery,Sci-Fi"
tt1124373,Sons of Anarchy,2008,8.5,TV Series,92,18,45,"nm0402271,nm0005408,nm0095478,nm0167649,nm0281107,nm0744331,nm0130502,nm1745019,nm0000579,nm3157157,nm0403652,nm0524747,nm0650355,nm0880181,nm0001751,nm1294002,nm3918199,nm0005576","Charlie Hunnam,Katey Sagal,Mark Boone Junior,Kim Coates,Tommy Flanagan,Theo Rossi,Dayton Callie,Maggie Siff,Ron Perlman,David Labrava,Ryan Hurst,William Lucking,Michael Ornstein,Winter Ave Zoli,Jimmy Smits,Niko Nicotera,Chris Reed,Drea de Matteo",Let freedom ride,"Crime,Drama,Thriller"
tt2701582,Endeavour,2012,8.5,TV Series,36,12,89,"nm1140345,nm0019885,nm0103495,nm5607429,nm0504320,nm0642109,nm0857173,nm2335154,nm2301950,nm2713087,nm1827142,nm6042716,nm6037035,nm3268224,nm0747405,nm1478846,nm0033999,nm9232113","Shaun Evans,Roger Allam,James Bradshaw,Sean Rigby,Anton Lesser,Caroline O'Neill,Abigail Thaw,Sara Vickers,Dakota Blue Richards,Jack Laskey,Jack Bannon,Shvorne Marks,Lewis Peek,Simon Harrison,Carol Royle,Richard Riddell,Mark Arden,Flora London","""A crusade in search of justice, risking everything for the truth ...""","Crime,Drama,Mystery"
tt0118273,Brass Eye,1997,8.5,TV Series,7,18,25,"nm0606439,nm0372423,nm0253126,nm0533489,nm0134025,nm0244167,nm0120111,nm0919979,nm0571160,nm0804218,nm0600449,nm2114253,nm0063165,nm0047153,nm0143667,nm0307748,nm2461127,nm0475336","Christopher Morris,Mark Heap,Kevin Eldon,Doon Mackichan,David Cann,Barbara Durkin,Amelia Bullmore,Albert Welling,Gina McKee,Claire Skinner,Bill Moody,Frazer Brown,Peter Baynham,Bill Bailey,Bill Cashmore,Paul Garner,Sinead Griffin-Lennon,Simon Kunz",No Taglines,Comedy
tt0112159,Neon Genesis Evangelion,1995,8.5,TV Series,26,12,24,"nm0644527,nm0370677,nm0594074,nm0818111,nm0445206,nm0880735,nm0935313,nm0531355,nm0335674,nm0969616,nm0335744,nm0999161,nm0497485,nm1321026,nm2288275,nm6949652,nm2876104,nm0013649","Megumi Ogata,Megumi Hayashibara,Kotono Mitsuishi,Spike Spencer,Allison Keith-Shipp,Sue Ulu,Amanda Winn Lee,Tristan MacAvery,Tiffany Grant,Guil Lunde,Matt Greenfield,Kendra Benham,Jason Lee,Carrie Keranen,Casey Mongillo,Erica Lindbeck,Ryan Bartley,Pedro de Aguillón","The introduction into society, from child to adult","Animation,Action,Drama"
tt5288312,Skam,2015,8.5,TV Series,43,Not Rated,30,"nm6196797,nm8175494,nm8000701,nm8175406,nm8175408,nm2924793,nm8175407,nm4794692,nm8175918,nm2827936,nm8175410,nm8175409,nm8184025,nm5476430,nm8184191,nm5450516,nm8917154,nm8923398","Josefine Frida Pettersen,Iman Meskini,Ulrikke Falch,Lisa Teige,Tarjei Sandvik Moe,Ina Svenningdal,Marlon Valdés Langeland,Herman Tømmeraas,Thomas Hayes,Carl Martin Eggesbø,Kristina Ødegaard,Cecilie Martinsen,David Stakston,Henrik Holm,Rakel Øfsti Nesje,Sacha Kleber Nyiligira,Cengiz Al,Simo Mohamed Elhbabi",No Taglines,"Drama,Romance"
tt0417349,North & South,2004,8.5,TV Mini Series,4,12,235,"nm0218923,nm0035514,nm0683116,nm0193661,nm0185354,nm0704351,nm1126318,nm1888062,nm0544334,nm1269412,nm1326011,nm0095388,nm1275111,nm0396908,nm0509936,nm0698846,nm0846145,nm1374033","Daniela Denby-Ashe,Richard Armitage,Tim Pigott-Smith,Sinéad Cusack,Brendan Coyle,Pauline Quirke,Jo Joyner,Kay Lyon,Lesley Manville,Anna Maxwell Martin,Emma Owen,Jane Booker,Tom Charnock,William Houston,John Light,Brian Protheroe,Will Tacey,Lucy Brown",Politics meets passion in Elizabeth Gaskell's classic tale of love across the social divide,"Drama,Romance"
tt20869502,Extraordinary Attorney Woo,2022,8.5,TV Series,16,15,75,"nm3738785,nm7242666,nm7412707,nm3482978,nm4340724,nm6916718,nm0359257,nm6424848,nm13115752,nm10607122,nm3782167,nm13733809,nm6934511,nm3158889,nm3760499,nm12174956,nm0493188,nm8486844","Park Eun-bin,Kang Tae-oh,Kang Ki-young,Jeon Bae-soo,Halley Kim,Ha Yoon-kyung,Ren Hanami,Eugene Young,Joo Jong-hyuk,Nick Martineau,Jin Kyung,Joo Hyun-young,Baek Ji-won,Jennifer Sun Bell,Edward Hong,Im Sung-jae,Anzu Lawson,Darren Keilan",No Taglines,Drama
tt0290988,Trailer Park Boys,2001,8.5,TV Series,106,15,30,"nm1033215,nm1036211,nm1034266,nm0243082,nm1200571,nm0243085,nm1036547,nm1816331,nm0101227,nm0860712,nm0208164,nm0868474,nm1600045,nm0242500,nm1034591,nm1151938,nm2614392,nm0573909","John Paul Tremblay,Robb Wells,Mike Smith,John Dunsworth,Patrick Roach,Sarah Dunsworth,Jeanna Harrison,Tyrone Parsons,Cory Bowles,Shelley Thompson,Lucy Decoutere,Jonathan Torrens,Jacob Rolfe,Barrie Dunn,Michael Jackson,George Green,Garry James,Marguerite McNeil",There's a new world order at Sunnyvale Trailer Park.,"Comedy,Crime"
tt0436992,Doctor Who,2005,8.5,TV Series,203,U,45,"nm2092886,nm0134922,nm4929530,nm1741002,nm0855039,nm0109070,nm5917383,nm1982510,nm1208004,nm2394794,nm0684877,nm4859844,nm5917382,nm2965271,nm0909569,nm1141268,nm4108791,nm2844233","Jodie Whittaker,Peter Capaldi,Pearl Mackie,Matt Smith,David Tennant,Nicholas Briggs,Jon Davey,Jenna Coleman,Paul Kasey,Karen Gillan,Billie Piper,Mandip Gill,Simon Carew,Arthur Darvill,Bradley Walsh,Barnaby Edwards,Tosin Cole,Ruari Mears","When Two Worlds Collide, Anything Can Happen... (Series 3)","Adventure,Drama,Sci-Fi"
tt0421357,Fullmetal Alchemist,2003,8.5,TV Series,51,15,24,"nm0586003,nm1309787,nm0657139,nm1069584,nm0848451,nm0992184,nm1289414,nm1513684,nm1708798,nm0754526,nm0882581,nm1123476,nm0628649,nm1154161,nm1427067,nm0568772,nm1235109,nm0559567","Vic Mignogna,Aaron Dismuke,Romi Park,Rie Kugimiya,Maria Tamar,Travis Willingham,Tôru Ohkawa,Colleen Clinkenbeard,Caitlin Glass,Christopher Sabat,Kenji Utsumi,Megumi Toyoguchi,Michiko Neya,Laura Bailey,Yûko Satô,Mike McFarland,Ed Blaylock,Yasunori Matsumoto","The Philosophers' Stone: those who possess it, no longer bound by the laws of Equivalent Exchange in Alchemy, may gain without sacrifice, create without equal exchange. We searched for it, and we found it.","Animation,Action,Adventure"
tt4093826,Twin Peaks,2017,8.5,TV Series,18,15,60,"nm0001492,nm0498247,nm0395398,nm0067989,nm0001208,nm0000186,nm0001233,nm0731927,nm0915208,nm0000368,nm3163952,nm0323556,nm0834689,nm0685328,nm0614916,nm0000749,nm0000796,nm0109785","Kyle MacLachlan,Sheryl Lee,Michael Horse,Chrysta Bell,Miguel Ferrer,David Lynch,Robert Forster,Kimmy Robertson,Naomi Watts,Laura Dern,Pierce Gagnon,Harry Goaz,Al Strobel,John Pirruccello,Don Murray,Mädchen Amick,Dana Ashbrook,Brent Briscoe","Twenty-five years later, the story continues.","Crime,Drama,Horror"
tt2575988,Silicon Valley,2014,8.5,TV Series,53,15,28,"nm3042755,nm2554352,nm3091777,nm0771414,nm3529685,nm1468739,nm2046855,nm0743671,nm4497202,nm0190550,nm0224565,nm0930282,nm0864997,nm1860158,nm1099475,nm1616945,nm1634823,nm0924502","Thomas Middleditch,T.J. Miller,Josh Brener,Martin Starr,Kumail Nanjiani,Amanda Crew,Zach Woods,Matt Ross,Jimmy O. Yang,Suzanne Cryer,Chris Diamantopoulos,Chris Williams,Stephen Tobolowsky,Rogelio T. Ramos,Scott Prendergast,Aly Mawji,Jill E. Alexander,Bernard White",Where everyone wants to be an icon,Comedy
tt1758429,Spartacus: Gods of the Arena,2011,8.5,TV Mini Series,6,18,331,"nm0001314,nm0071847,nm0579795,nm1967109,nm1479022,nm0005128,nm0942952,nm2788229,nm1991541,nm0522262,nm1432313,nm3135077,nm0890501,nm3836671,nm0708338,nm3467834,nm0859005,nm1444665","John Hannah,Manu Bennett,Peter Mensah,Dustin Clare,Nick E. Tarabay,Lucy Lawless,Craig Walsh-Wrightson,Lesley-Ann Brandt,Antonio Te Maioha,Stephen Lovatt,Shane Rangi,Jessica Grace Smith,Raicho Vasilev,Ioane King,Marisa Ramirez,Gareth Williams,Jeffrey Thomas,Jaime Murray",Every Legend Has A Beginning,"Action,Adventure,Biography"
